id,nombre,ticker,item,ultOperado,apertura,maxDia,minDia,cierreAnterior,max52,min52,variacion,volumen,fechaCotizacion
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141770.0,141770.0,141770.0,141770.0,0.0,0.0,0.0,0.0,1417.7,2024-07-24T14:02:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141750.0,141750.0,141750.0,141750.0,0.0,0.0,0.0,0.0,2835.0,2024-07-24T14:56:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141000.0,141000.0,141000.0,141000.0,0.0,0.0,0.0,0.0,7050.0,2024-07-24T15:04:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141000.0,141000.0,141000.0,141000.0,0.0,0.0,0.0,0.0,12690.0,2024-07-24T15:07:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141000.0,141000.0,141000.0,141000.0,0.0,0.0,0.0,0.0,1410.0,2024-07-24T15:10:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141000.0,141000.0,141000.0,141000.0,0.0,0.0,0.0,0.0,4230.0,2024-07-24T15:13:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141000.0,141000.0,141000.0,141000.0,0.0,0.0,0.0,0.0,26790.0,2024-07-24T15:18:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141000.0,141000.0,141000.0,141000.0,0.0,0.0,0.0,0.0,1919010.0,2024-07-24T16:38:00-03:00
873719,ON BOLDT U$S V07/03/26 CG,BOL1O,873719,141690.0,141690.0,141690.0,141690.0,0.0,0.0,0.0,0.0,104850.6,2024-07-24T16:51:00-03:00
775722,"ON BCO GALICIA REGS 8,25% 19/07/2026",BYC2C,775722,76.857,97.36,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:24.19-03:00
801023,"ON BCO GALICIA REGS 8,25% 19/07/2026",BYC2O,801023,16710.217,44750.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:14.077-03:00
786233,"ON BCO GALICIA REGS 8,25% 19/07/2026",BYC2P,786233,87.547,102.25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:28.127-03:00
859362,ON CAPEX CL.3 U$S V.27/02/2026 C.G,CAC3O,859362,73000.0,67500.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:13.993-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,109.5,109.5,109.5,109.5,0.0,0.0,0.0,0.0,48.18,2024-07-24T11:03:00-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,109.0,109.0,109.0,109.0,0.0,0.0,0.0,0.0,87.2,2024-07-24T11:22:00-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,109.0,108.0,109.0,108.0,0.0,0.0,0.0,0.0,392.4,2024-07-24T11:46:00-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,108.9,108.9,108.9,108.9,0.0,0.0,0.0,0.0,641.421,2024-07-24T12:20:00-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,108.9,108.9,108.9,108.9,0.0,0.0,0.0,0.0,92.565,2024-07-24T13:08:00-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,108.9,108.9,108.9,108.9,0.0,0.0,0.0,0.0,297.297,2024-07-24T14:51:00-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,108.9,108.9,108.9,108.9,0.0,0.0,0.0,0.0,602.217,2024-07-24T14:56:00-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,108.9,108.9,108.9,108.9,0.0,0.0,0.0,0.0,899.514,2024-07-24T15:58:00-03:00
873476,ON CAPEX 9.250% V25/08/28 REGS,CAC5D,873476,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,13.91,2024-07-24T16:26:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,145000.0,145000.0,145000.0,145000.0,0.0,0.0,0.0,0.0,1450.0,2024-07-24T11:03:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,146000.0,146000.0,146000.0,146000.0,0.0,0.0,0.0,0.0,26280.0,2024-07-24T11:09:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,145490.0,145490.0,145490.0,145490.0,0.0,0.0,0.0,0.0,4364.7,2024-07-24T11:22:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,144990.0,144990.0,144990.0,144990.0,0.0,0.0,0.0,0.0,4349.7,2024-07-24T11:27:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,143960.0,143960.0,143960.0,143960.0,0.0,0.0,0.0,0.0,1302838.0,2024-07-24T11:45:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,143610.0,143610.0,143610.0,143610.0,0.0,0.0,0.0,0.0,4308.3,2024-07-24T14:22:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,140130.0,140130.0,140130.0,140130.0,0.0,0.0,0.0,0.0,77071.5,2024-07-24T15:35:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,143570.0,143570.0,143570.0,143570.0,0.0,0.0,0.0,0.0,4307.1,2024-07-24T15:50:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,143540.0,143540.0,143540.0,143540.0,0.0,0.0,0.0,0.0,8612.4,2024-07-24T15:59:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,143000.0,143000.0,143000.0,143000.0,0.0,0.0,0.0,0.0,14300.0,2024-07-24T16:03:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,142500.0,142500.0,142500.0,142500.0,0.0,0.0,0.0,0.0,78375.0,2024-07-24T16:10:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,142550.0,142550.0,142550.0,142550.0,0.0,0.0,0.0,0.0,61296.5,2024-07-24T16:11:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,142500.0,142500.0,142500.0,142500.0,0.0,0.0,0.0,0.0,142500.0,2024-07-24T16:15:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,142500.0,142500.0,142500.0,142500.0,0.0,0.0,0.0,0.0,142500.0,2024-07-24T16:32:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,142930.0,142930.0,142930.0,142930.0,0.0,0.0,0.0,0.0,5717.2,2024-07-24T16:44:00-03:00
873475,ON CAPEX 9.250% V25/08/28 REGS,CAC5O,873475,142930.0,142930.0,142930.0,142930.0,0.0,0.0,0.0,0.0,8575.8,2024-07-24T16:49:00-03:00
888991,ON CAPEX CL.8 U$S V.29/06/26 C.G.,CAC8D,888991,95.95,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2024-07-24T17:00:19.287-03:00
888990,ON CAPEX CL.8 U$S V.29/06/26 C.G.,CAC8O,888990,134000.0,134000.0,134000.0,134000.0,0.0,0.0,0.0,0.0,6700.0,2024-07-24T14:43:00-03:00
888990,ON CAPEX CL.8 U$S V.29/06/26 C.G.,CAC8O,888990,134000.0,134000.0,134000.0,134000.0,0.0,0.0,0.0,0.0,13400.0,2024-07-24T15:49:00-03:00
888990,ON CAPEX CL.8 U$S V.29/06/26 C.G.,CAC8O,888990,134000.0,134000.0,134000.0,134000.0,0.0,0.0,0.0,0.0,6700.0,2024-07-24T16:40:00-03:00
826199,ON CLISA REGS 25/07/2027,CLSID,826199,28.6,28.6,28.6,28.6,0.0,0.0,0.0,0.0,57.2,2024-07-24T11:00:00-03:00
826199,ON CLISA REGS 25/07/2027,CLSID,826199,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,81.0,2024-07-24T14:52:00-03:00
